ID,Name,Email,Group,Pattern,Timing,Team,Is_Dropout,PS_Pre_Total,PS_Pre_Skill1,PS_Pre_Skill2,PS_Pre_Skill3,PS_Pre_Skill4,PS_Pre_Q01,PS_Pre_Q02,PS_Pre_Q03,PS_Pre_Q04,PS_Pre_Q05,PS_Pre_Q06,PS_Pre_Q07,PS_Pre_Q08,PS_Pre_Q09,PS_Pre_Q10,PS_Pre_Q11,PS_Pre_Q12,PS_Pre_Q13,PS_Pre_Q14,PS_Pre_Q15,PS_Pre_Q16,PS_Pre_Q17,PS_Pre_Q18,PS_Pre_Q19,PS_Pre_Q20,PS_Pre_Q21,PS_Pre_Q22,PS_Pre_Q23,PS_Pre_Q24,PS_Pre_Q25,PS_Pre_Q26,PS_Pre_Q27,PS_Pre_Q28,PS_Pre_Q29,PS_Pre_Q30,PS_Post_Total,PS_Post_Skill1,PS_Post_Skill2,PS_Post_Skill3,PS_Post_Skill4,PS_Post_Q01,PS_Post_Q02,PS_Post_Q03,PS_Post_Q04,PS_Post_Q05,PS_Post_Q06,PS_Post_Q07,PS_Post_Q08,PS_Post_Q09,PS_Post_Q10,PS_Post_Q11,PS_Post_Q12,PS_Post_Q13,PS_Post_Q14,PS_Post_Q15,PS_Post_Q16,PS_Post_Q17,PS_Post_Q18,PS_Post_Q19,PS_Post_Q20,PS_Post_Q21,PS_Post_Q22,PS_Post_Q23,PS_Post_Q24,PS_Post_Q25,PS_Post_Q26,PS_Post_Q27,PS_Post_Q28,PS_Post_Q29,PS_Post_Q30,Flow_Pre_Total,Flow_Pre_D1,Flow_Pre_D2,Flow_Pre_D3,Flow_Pre_D4,Flow_Pre_D5,Flow_Pre_D6,Flow_Pre_D7,Flow_Pre_D8,Flow_Pre_I01,Flow_Pre_I02,Flow_Pre_I03,Flow_Pre_I04,Flow_Pre_I05,Flow_Pre_I06,Flow_Pre_I07,Flow_Pre_I08,Flow_Pre_I09,Flow_Pre_I10,Flow_Pre_I11,Flow_Pre_I12,Flow_Pre_I13,Flow_Pre_I14,Flow_Pre_I15,Flow_Pre_I16,Flow_Pre_I17,Flow_Pre_I18,Flow_Pre_I19,Flow_Pre_I20,Flow_Pre_I21,Flow_Pre_I22,Flow_Pre_I23,Flow_Pre_I24,Flow_Pre_I25,Flow_Pre_I26,Flow_Pre_I27,Flow_Pre_I28,Flow_Pre_I29,Flow_Pre_I30,Flow_Pre_I31,Flow_Pre_I32,Flow_Pre_I33,Flow_Pre_I34,Flow_Pre_I35,Flow_Pre_I36,Flow_Pre_I37,Flow_Pre_I38,Flow_Pre_I39,Flow_Pre_I40,Flow_Pre_I41,Flow_Pre_I42,Flow_Pre_I43,Flow_Pre_I44,Flow_Pre_I45,Flow_Pre_I46,Flow_Pre_I47,Flow_Pre_I48,Flow_Pre_I49,Flow_Pre_I50,Flow_Pre_I51,Flow_Pre_I52,Flow_Pre_I53,Flow_Pre_I54,Flow_Pre_I55,Flow_Pre_I56,Flow_Post_Total,Flow_Post_D1,Flow_Post_D2,Flow_Post_D3,Flow_Post_D4,Flow_Post_D5,Flow_Post_D6,Flow_Post_D7,Flow_Post_D8,Flow_Post_I01,Flow_Post_I02,Flow_Post_I03,Flow_Post_I04,Flow_Post_I05,Flow_Post_I06,Flow_Post_I07,Flow_Post_I08,Flow_Post_I09,Flow_Post_I10,Flow_Post_I11,Flow_Post_I12,Flow_Post_I13,Flow_Post_I14,Flow_Post_I15,Flow_Post_I16,Flow_Post_I17,Flow_Post_I18,Flow_Post_I19,Flow_Post_I20,Flow_Post_I21,Flow_Post_I22,Flow_Post_I23,Flow_Post_I24,Flow_Post_I25,Flow_Post_I26,Flow_Post_I27,Flow_Post_I28,Flow_Post_I29,Flow_Post_I30,Flow_Post_I31,Flow_Post_I32,Flow_Post_I33,Flow_Post_I34,Flow_Post_I35,Flow_Post_I36,Flow_Post_I37,Flow_Post_I38,Flow_Post_I39,Flow_Post_I40,Flow_Post_I41,Flow_Post_I42,Flow_Post_I43,Flow_Post_I44,Flow_Post_I45,Flow_Post_I46,Flow_Post_I47,Flow_Post_I48,Flow_Post_I49,Flow_Post_I50,Flow_Post_I51,Flow_Post_I52,Flow_Post_I53,Flow_Post_I54,Flow_Post_I55,Flow_Post_I56,Task_M1,Task_M2,Task_M3,Task_M4,Task_M5,Task_Bonus,Task_Total,Task_Percentage,Task_Grade,Late_M1,Late_M2,Late_M3,Late_M4,Late_M5,Late_Count
STD-035,سمر حسام,samar.hossam.k@gmail.com,2,1,1,0,0,21,5,5,3,8,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,18,4,3,3,8,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,197,22,30,27,21,27,22,25,23,4,3,3,3,4,3,2,4,5,3,5,4,4,5,4,5,4,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,4,5,5,3,3,3,4,4,3,2,3,4,4,4,3,4,3,4,3,3,3,4,3,3,215,24,29,30,23,25,23,33,28,3,3,4,4,3,3,4,5,5,4,4,5,3,3,5,5,3,4,4,5,4,3,3,3,2,4,4,4,3,3,4,3,4,4,4,3,3,4,4,3,3,3,5,5,4,4,5,5,5,4,3,4,4,5,5,3,30.4,50.8,66.3,86.4,81.8,0.0,315.7,63.1,D+,1,1,1.0,0.0,0.0,3
STD-036,نور عماد,nour.emad42@gmail.com,2,1,1,0,0,19,4,7,1,7,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,21,5,4,3,9,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,206,27,17,26,29,27,25,24,31,4,3,3,4,4,5,4,3,2,2,2,3,2,3,4,4,4,4,3,4,3,3,4,5,5,4,5,3,4,3,3,4,4,4,5,4,4,3,3,3,4,4,3,3,4,4,2,4,4,5,5,5,4,4,3,5,241,31,32,30,30,30,33,28,27,4,5,4,4,4,5,5,5,5,4,5,4,4,5,4,5,5,4,3,5,4,5,4,3,4,5,4,5,4,4,4,5,5,4,4,5,5,5,4,4,5,5,5,4,3,4,4,4,4,4,4,3,3,4,5,4,54.5,56.1,30.3,53.6,45.8,0.0,240.3,48.1,F,1,1,1.0,1.0,1.0,5
STD-037,إيمان بدر,eman.badr.s@gmail.com,2,1,1,0,0,20,6,3,2,9,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,20,6,4,3,7,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,152,21,24,16,18,18,20,13,22,4,3,2,3,3,2,4,4,3,4,3,4,3,3,3,1,3,2,3,2,2,4,3,2,2,2,3,2,2,1,1,2,4,4,4,3,2,4,2,4,4,1,2,3,1,3,2,1,1,3,2,3,4,3,3,4,195,26,21,23,25,30,22,24,24,5,3,5,4,3,3,3,4,4,2,2,4,3,2,4,4,3,4,3,3,2,4,3,3,4,3,4,4,5,3,3,5,5,4,5,3,2,2,3,5,3,4,3,4,2,4,4,3,4,4,3,3,3,4,4,3,51.4,32.3,80.6,72.2,81.0,0.0,317.5,63.5,D+,1,1,0.0,0.0,0.0,2
STD-038,هند صلاح,hend.salah15@gmail.com,2,1,1,0,0,18,5,5,1,7,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,20,6,4,2,8,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,173,23,19,23,22,23,22,19,22,3,3,3,4,3,3,4,3,3,3,2,3,3,2,4,3,3,2,4,3,4,4,3,4,2,2,4,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,4,2,3,4,3,3,216,28,27,25,21,25,33,29,28,4,4,4,3,4,5,4,5,4,3,4,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,5,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,3,55.4,61.8,38.5,46.3,80.6,0.0,282.6,56.5,D,1,1,1.0,1.0,0.0,4
STD-039,ميرنا جابر,mirna.gaber29@gmail.com,2,1,1,0,0,21,7,5,2,7,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,24,6,6,4,8,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,199,24,31,22,23,26,24,24,25,4,3,3,4,3,3,4,4,5,4,4,4,5,5,3,4,3,2,4,3,3,3,2,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,214,25,32,23,28,25,24,27,30,4,3,3,4,4,3,4,4,5,4,5,5,5,4,4,3,2,3,3,4,4,4,4,4,4,4,5,3,3,3,4,5,4,3,3,3,3,4,3,3,4,4,3,5,4,4,4,3,4,3,4,4,5,4,5,5,32.6,54.7,46.0,98.8,30.0,0.0,262.1,52.4,F,1,1,1.0,0.0,1.0,4
STD-040,كريمة ناصر,karima.nasser.h@gmail.com,2,1,1,0,0,23,7,5,2,9,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,18,4,6,1,7,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,217,25,29,30,24,27,29,23,30,3,4,3,4,4,3,4,4,5,4,4,4,3,5,4,5,4,4,4,4,5,3,4,3,3,4,4,3,4,4,3,4,4,4,4,5,4,4,4,5,4,3,3,4,3,3,3,4,3,4,5,5,5,3,4,4,218,27,27,28,29,26,29,23,29,4,4,3,5,3,4,4,4,4,3,4,4,5,3,4,4,4,5,3,4,4,5,4,3,5,5,3,4,4,4,4,3,4,4,3,4,4,4,5,5,4,3,3,4,4,3,3,3,3,4,5,4,4,4,4,4,80.0,77.3,68.1,81.5,88.6,20.0,415.5,83.1,B+,0,0,0.0,0.0,0.0,0
STD-041,ياسمين خالد,yasmin.khaled77@gmail.com,3,2,2,6,0,10,3,3,2,2,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,17,5,5,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,211,23,30,25,27,26,27,28,25,3,4,4,3,3,3,3,4,5,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,5,4,4,4,4,5,4,3,4,4,3,3,3,4,4,250,32,32,29,31,35,28,30,33,5,4,5,4,4,5,5,4,5,5,5,4,4,5,4,3,4,4,4,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,3,4,3,4,4,5,4,4,4,4,5,4,5,5,5,5,4,4,5,66.0,74.6,86.7,83.5,77.5,0.0,388.3,77.7,B,0,0,0.0,0.0,0.0,0
STD-042,هاجر عبدالعزيز,hagar.abdelaziz3@gmail.com,3,2,2,3,0,6,2,1,0,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,3,1,5,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,147,17,17,13,17,15,23,22,23,3,2,2,4,2,2,2,3,3,2,2,3,2,2,3,2,2,1,1,1,3,2,1,3,3,2,3,3,1,2,2,2,2,3,3,4,3,3,3,4,4,2,3,3,4,2,3,4,3,3,3,3,3,4,3,4,206,23,30,26,29,22,23,27,26,4,3,2,3,3,5,3,4,5,3,4,5,4,5,3,4,4,4,4,3,4,4,4,4,5,4,3,5,3,3,3,4,4,2,3,3,4,4,4,2,2,4,3,5,3,4,5,4,3,5,3,3,4,5,3,3,72.0,76.3,78.2,80.9,81.8,0.0,389.2,77.8,B,0,0,0.0,0.0,0.0,0
STD-043,رحمة طه,rahma.taha.n@gmail.com,3,2,2,4,0,16,5,4,1,6,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,20,4,5,3,8,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,102,10,12,17,10,12,13,17,11,2,2,1,1,2,1,1,1,2,1,2,2,2,2,3,2,2,3,3,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,1,1,2,1,208,25,28,30,24,24,27,28,22,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,72.2,75.0,90.2,76.8,82.0,0.0,396.2,79.2,B,0,0,0.0,0.0,0.0,0
STD-044,أمل فاروق,amal.farouk58@gmail.com,3,2,2,6,0,14,4,3,1,6,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,17,5,4,2,6,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,148,21,20,18,16,17,17,19,20,4,2,4,3,2,4,2,2,2,4,3,4,3,2,2,2,2,3,3,3,3,3,2,3,2,1,2,3,2,3,4,1,2,2,3,4,2,2,2,2,3,2,3,3,4,2,2,2,3,3,3,2,3,3,4,2,210,25,31,28,28,21,26,22,29,3,3,4,3,4,4,4,5,4,5,4,3,5,5,5,3,5,5,4,3,3,5,3,4,5,4,3,4,3,2,3,3,3,3,4,5,3,3,5,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,5,5,66.0,74.6,86.7,83.5,77.5,0.0,388.3,77.7,B,0,0,0.0,0.0,0.0,0
STD-045,سهام عبدالحميد,seham.abdelhamid@gmail.com,3,2,2,5,0,13,3,2,2,6,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,19,5,4,3,7,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,135,20,13,20,13,10,19,18,22,2,3,3,3,3,3,3,1,3,1,2,1,3,2,3,3,3,2,2,4,3,2,3,2,2,2,1,1,1,1,3,1,2,1,1,3,2,3,2,2,3,4,3,2,4,2,2,2,3,2,2,4,4,3,4,3,225,30,23,32,27,23,30,29,31,5,4,4,3,4,5,5,3,3,3,4,4,4,2,5,4,5,5,4,4,5,4,4,4,4,3,5,3,3,4,3,3,4,3,3,4,5,4,4,4,5,4,5,3,4,4,4,4,5,5,4,4,4,5,4,5,77.6,75.0,83.8,85.3,84.6,15.0,421.3,84.3,B+,0,0,0.0,0.0,0.0,0
STD-046,وفاء محسن,wafaa.mohsen.s@gmail.com,3,2,2,1,0,18,4,4,5,5,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,18,5,3,1,9,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,189,20,21,25,27,26,24,24,22,2,4,2,2,3,3,4,3,4,3,3,3,3,2,2,4,3,4,4,3,5,4,2,5,2,5,4,5,4,4,3,4,3,3,5,3,3,3,4,3,4,4,3,4,3,3,3,5,3,3,2,4,4,4,2,3,247,27,27,30,32,32,33,32,34,4,5,4,3,3,3,5,5,3,4,3,3,4,5,5,4,5,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,71.9,82.5,99.5,95.6,92.0,20.0,461.5,92.3,A+,0,0,0.0,0.0,0.0,0
STD-047,ثريا كرم,soraya.karam20@gmail.com,3,2,2,4,0,21,4,5,4,8,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,25,7,6,4,8,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,134,15,18,15,15,21,15,19,16,2,2,2,2,3,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,196,27,23,19,27,27,22,25,26,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,2,2,3,3,4,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,4,3,3,3,3,4,3,4,4,4,3,3,4,4,4,3,4,3,4,4,72.2,75.0,90.2,76.8,82.0,0.0,396.2,79.2,B,0,0,0.0,0.0,0.0,0
STD-048,نسمة أنور,nesma.anwar.r@gmail.com,3,2,2,5,0,15,3,3,2,7,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,22,6,6,2,8,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,146,21,14,20,17,18,21,14,21,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,236,32,28,26,30,33,25,32,30,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,5,4,4,4,5,4,4,5,5,5,5,4,4,3,3,4,3,4,5,4,5,5,5,4,4,4,4,4,5,4,5,4,77.6,75.0,83.8,85.3,84.6,15.0,421.3,84.3,B+,0,0,0.0,0.0,0.0,0
STD-049,جيهان فوزي,gehan.fawzy14@gmail.com,3,2,2,6,0,16,6,4,1,5,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,23,7,4,3,9,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,157,19,22,18,21,21,22,19,15,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,2,3,3,3,4,2,3,3,3,2,4,3,3,2,3,4,4,3,3,3,3,3,3,2,2,3,3,3,4,2,2,2,3,2,2,3,1,253,26,28,34,33,33,35,31,33,4,3,5,4,4,3,3,3,4,4,4,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,4,5,5,5,66.0,74.6,86.7,83.5,77.5,0.0,388.3,77.7,B,0,0,0.0,0.0,0.0,0
STD-050,عزة سيد,azza.sayed.m7@gmail.com,3,2,2,4,0,19,5,5,1,8,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,20,6,6,2,6,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,157,15,19,18,17,19,21,24,24,2,2,2,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,3,250,31,29,29,30,32,33,34,32,4,5,4,4,5,4,5,4,4,3,4,5,4,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,72.2,75.0,90.2,76.8,82.0,0.0,396.2,79.2,B,0,0,0.0,0.0,0.0,0
STD-051,سحر عبدالفتاح,sahar.abdelfatah@gmail.com,3,2,2,2,0,9,2,2,2,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,24,7,6,3,8,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,129,14,14,17,19,14,15,16,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3,207,27,21,30,28,29,22,22,28,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,73.4,87.2,100.0,92.2,89.0,25.0,466.8,93.4,A+,0,0,0.0,0.0,0.0,0
STD-052,إنجي حازم,engy.hazem36@gmail.com,3,2,2,2,0,18,5,5,1,7,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,23,5,7,2,9,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,204,21,25,25,24,25,29,25,30,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,4,3,4,3,4,3,4,4,4,5,3,5,4,5,3,3,4,4,3,4,3,4,4,4,4,5,5,4,4,250,30,30,28,34,31,35,31,31,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4,3,4,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,5,5,5,73.4,87.2,100.0,92.2,89.0,25.0,466.8,93.4,A+,0,0,0.0,0.0,0.0,0
STD-053,مروة شوقي,marwa.shawky.a@gmail.com,3,2,2,3,0,16,4,4,2,6,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,21,6,4,2,9,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,200,24,27,27,28,22,24,20,28,3,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,3,4,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,260,33,33,35,35,29,29,33,33,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,5,4,5,5,5,4,5,5,72.0,76.3,78.2,80.9,81.8,0.0,389.2,77.8,B,0,0,0.0,0.0,0.0,0
STD-054,غادة رفعت,ghada.refaat45@gmail.com,3,2,2,2,0,17,5,4,3,5,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,21,7,3,4,7,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,169,22,22,18,25,15,22,26,19,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,2,4,4,3,3,3,4,4,2,2,2,2,3,2,2,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,2,2,3,3,3,3,221,30,27,30,25,27,30,23,29,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,3,3,3,3,4,3,4,4,4,5,4,4,4,4,73.4,87.2,100.0,92.2,89.0,25.0,466.8,93.4,A+,0,0,0.0,0.0,0.0,0
STD-055,صفاء عاطف,safaa.atef.h@gmail.com,3,2,2,3,0,23,6,5,3,9,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,25,7,6,3,9,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,229,28,28,32,28,24,34,27,28,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,236,28,28,28,28,28,28,35,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,72.0,76.3,78.2,80.9,81.8,0.0,389.2,77.8,B,0,0,0.0,0.0,0.0,0
STD-056,هالة مجدي,hala.magdy82@gmail.com,3,2,2,1,0,22,5,7,1,9,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,24,5,7,3,9,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,148,21,20,15,14,21,20,16,21,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,239,29,32,35,27,28,33,29,26,4,4,4,5,4,4,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,5,4,4,3,4,3,4,4,71.9,82.5,99.5,95.6,92.0,20.0,461.5,92.3,A+,0,0,0.0,0.0,0.0,0
STD-057,لبنى حمدان,lobna.hamdan.k@gmail.com,3,2,2,3,0,22,6,6,4,6,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,25,7,7,4,7,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,184,23,24,24,25,20,24,23,21,3,4,3,4,3,3,3,4,3,4,4,3,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,248,34,30,31,28,31,32,28,34,5,5,4,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,72.0,76.3,78.2,80.9,81.8,0.0,389.2,77.8,B,0,0,0.0,0.0,0.0,0
